PASKIRTIS,TEISĖ,GYVENVIETĖ,ADRESAS,OBJEKTAS,ĮMKODAS,PAVADINIMAS
Gyvenamoji (įvairioms socialinėms grupėms),Savivaldybės nuosavybė,Vilniaus m.,Baltupio g. 39  702B,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Pylimo g. 60  19,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (įvairioms socialinėms grupėms),Savivaldybės nuosavybė,Vilniaus m.,Gerosios Vilties g. 1  16,Kambarys,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Kauno g. 3  ,Negyvenamos patalpos,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 7  2,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 7  9,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 7  12,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 7  20,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 7  29,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 7  32,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 7  34,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 7  43,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 7  48,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 7  49,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 7  51,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 7  53,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 7  56,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 7  57,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 7  58,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Aušros Vartų g. 16C  37,Negyvenamosios patalpos,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Lakštingalų g. 7  ,Ūkinis pastatas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Prekybos,Savivaldybės nuosavybė,Vilniaus m.,Konstitucijos pr. 3A  ,Spaudos kioskas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Šv. Mykolo g. 12  ,Neįrengta pastogė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Salomėjos Nėries g. 83  107,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Salomėjos Nėries g. 83  73,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (įvairioms socialinėms grupėms),Savivaldybės nuosavybė,Vilniaus m.,Naujoji g. 22  14,Kambarys,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Panerių g. 41  ,Neįrengta palėpė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Salomėjos Nėries g. 79  19,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5  13,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5  20,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5  23,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5  30,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5  33,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5  35,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5  37,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5  38,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5  40,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5  45,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5  55,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5  57,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5  58,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5  59,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Salomėjos Nėries g. 73  3,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Salomėjos Nėries g. 79  72,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Tyzenhauzų g. 42  3,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,A. Vivulskio g. 4  ,Neįrengta pastogė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Aušros Vartų g. 22  ,Neįrengta pastogė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Darželio g. 9  87,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Nuosavybės teisė,Vilniaus m.,Savičiaus g. 11  ,Neįrengta pastogė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Nuosavybės teisė,Vilniaus m.,Sodų g. 11  21,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Naugarduko g. 55  19,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Birželio 23-iosios g. 9  3A,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Pylimo g. 49  8,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,A. Kojelavičiaus g. 95  2,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Nuosavybės teisė,Vilniaus m.,Didlaukio g. 11  31,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Kuprioniškių g. 6  3,Pagalbinės patalpos,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Kuprioniškių g. 6  4,Pagalbinė patalpa,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Kuprioniškių g. 6  5,Pagalbinė patalpa,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  1,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  3,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  4,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  5,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  6,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  7,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  8,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  9,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  10,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  12,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  13,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  14,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  15,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  16,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  17,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  18,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  19,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  20,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  21,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  22,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  23,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  24,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  25,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  26,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  27,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  28,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  29,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  30,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  31,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  32,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  33,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  34,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  35,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  36,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  37,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  38,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  39,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  40,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  41,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  42,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  43,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  44,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  45,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  46,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  47,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  48,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  49,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  50,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  51,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  52,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  53,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  54,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  55,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  56,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  57,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  58,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  59,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5A  60,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Balstogės g. 8  ,Neįrengta pastogė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Administracinė,Savivaldybės nuosavybė,Vilniaus m.,Jeruzalės g. 27  ,Administracinės patalpos,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Vaduvos g. 7  ,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Grigiškių m.,Kunigiškių g. 18  1,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Šeimyniškių g. 5  4,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Šeimyniškių g. 5  5,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Šeimyniškių g. 5  6,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Nuosavybės teisė,Vilniaus m.,Giedraičių g. 71  60,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Giedraičių g. 71  61,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Šv. Mykolo g. 4  3,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Algirdo g. 35  1A,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Žemaitės g. 1  76,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Žemaitės g. 1  94,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Stiklių g. 8  ,Neįrengta pastogė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Sporto,Nuosavybės teisė,Vilniaus m.,Baltupio g. 69  ,Tribūnos su persirengimo patalpomis,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Mėsinių g. 7  ,Negyvenamosios patalpos,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Nuosavybės teisė,Vilniaus m.,Liepkalnio g. 12  ,Neįrengta pastogė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Krivių g. 16  ,Neįrengta pastogė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Nuosavybės teisė,Vilniaus m.,Algirdo g. 69  ,Neįrengta pastogė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Trinapolio g. 9D  ,Vandentiekio apskaitos mazgas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Trinapolio g. 9E  ,Vandens apskaitos mazgas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Trinapolio g. 9C  ,Vandentiekio apskaitos mazgas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Verkių g. 14  ,Neįrengta pastogė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Pagalbinio ūkio,Savivaldybės nuosavybė,Vilniaus m.,Žirmūnų g. 10  ,Stoginė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Subačiaus g. 49  4,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Subačiaus g. 49  3,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Subačiaus g. 49  ,Negyvenamos patalpos,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Trinapolio g. 11A  ,Vandens apskaitos mazgas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Trinapolio g. 11B  ,Vandens apskaitos mazgas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Gedimino pr. 13  ,Neįrengta pastogė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Paupio g. 33  ,Neįrengta pastogė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Paupio g. 33  ,Neįrengta pastogė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Paupio g. 33  ,Neįrengta pastogė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Paupio g. 33  ,Neįrengta pastogė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Paupio g. 33  ,Neįrengta pastogė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Visų Šventųjų g. 5  ,Neįrengta pastogė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Parko g. 30  22,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Administracinė,Savivaldybės nuosavybė,Vilniaus m.,Mėsinių g. 3  ,Administracinės patalpos,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Stepono Batoro g. 158  ,Neįrengta pastogė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Savivaldybės nuosavybė,Vilniaus m.,Trinapolio g. 11C  ,Vandentiekio apskaitos mazgas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Kita,Nuosavybės teisė,Vilniaus m.,M. Daukšos g. 8A  ,Neįrengta pastogė,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5B  1,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5B  2,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Nuosavybės teisė,Vilniaus m.,Karaliaučiaus g. 5B  3,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Nuosavybės teisė,Vilniaus m.,Karaliaučiaus g. 5B  4,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Nuosavybės teisė,Vilniaus m.,Karaliaučiaus g. 5B  5,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Nuosavybės teisė,Vilniaus m.,Karaliaučiaus g. 5B  6,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Nuosavybės teisė,Vilniaus m.,Karaliaučiaus g. 5B  7,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5B  8,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
Gyvenamoji (butų),Savivaldybės nuosavybė,Vilniaus m.,Karaliaučiaus g. 5B  9,Butas,111109233,VILNIAUS MIESTO SAVIVALDYBĖ
